"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by marker expressions",""
"skipped","Wed Jul 09 16:53:36 GMT 2025","Wed Jul 09 16:53:36 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_skipped",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests in a directory",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Packages-based hierarchy",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Autouse fixtures",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test fixtures Teardown/Cleanup",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests in a module",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Using markers to pass data to fixtures",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe parametrized tests: ui",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Requesting fixtures",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.allure_doc","test_configuration","","","","Options affecting test selection",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.allure_doc","test_configuration","","","","Test Options affecting results collection",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","1","tests.allure_doc","test_writing_tests","","","","Test Behavior-based hierarchy",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:36 GMT 2025","1001","tests.pytest_doc.how_to","test_status","","","","test_passed",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","1","Tests for parent_suite","Tests for suite","Tests for sub_suite","","","Test Suite-based hierarchy",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Overriding fixtures on various levels",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.allure_doc","test_organize_tests","","","","Test Behavior-based hierarchy",""
"broken","Wed Jul 09 16:53:36 GMT 2025","Wed Jul 09 16:53:39 GMT 2025","3000","tests.pytest_doc.how_to","test_status","","","","test_broken",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.allure_doc","test_organize_tests","","","","Test Packages-based hierarchy",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Safe fixture structure",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by collection arguments",""
"passed","Wed Jul 09 16:54:19 GMT 2025","Wed Jul 09 16:54:21 GMT 2025","1634","tests","Users","","","","Query for non-existing personal repository",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test fixtures scope",""
